lat,lon,day_of_year,sst,ssh,sss,temp_50m,temp_100m,temp_200m,temp_500m
8.1,74.83,235,27.48,0.682,34.6,26.36,23.6,19.48,13.95
23.65,63.67,344,26.64,0.691,35.0,25.9,22.87,18.46,13.19
23.45,61.42,263,25.58,0.658,35.12,25.01,22.13,17.33,11.58
14.32,68.21,6,28.67,0.715,34.7,27.72,24.91,20.76,15.24
19.65,68.74,289,25.69,0.678,34.85,24.29,20.94,17.33,11.67
13.53,74.1,58,29.13,0.729,34.63,28.08,24.87,20.87,15.24
18.74,67.54,145,28.42,0.741,34.75,27.83,24.63,20.37,14.32
20.89,69.7,42,27.64,0.69,34.85,27.01,24.31,20.14,14.83
23.15,68.96,350,26.73,0.674,34.92,26.07,23.7,20.13,14.64
14.4,60.65,200,27.65,0.737,35.21,26.89,24.2,20.38,14.63
20.53,70.46,174,27.3,0.611,34.86,26.6,23.83,19.71,14.57
12.25,74.08,335,27.41,0.717,34.58,26.61,23.44,19.72,14.48
23.85,62.68,95,27.9,0.735,35.07,26.87,24.22,20.44,14.92
8.41,70.1,217,28.92,0.715,34.8,27.8,24.83,20.38,15.25
17.66,70.09,111,28.8,0.733,34.81,27.9,24.73,20.49,15.47
18.55,62.79,353,26.93,0.639,34.85,26.04,23.43,19.9,14.12
19.01,62.1,180,27.82,0.673,35.02,26.8,24.37,20.54,14.7
9.93,76.66,163,28.88,0.747,34.63,27.83,25.17,21.78,15.61
23.02,66.69,119,28.33,0.825,34.85,27.17,24.97,21.11,15.4
10.9,63.87,325,27.42,0.719,35.02,26.45,23.36,18.98,13.36
17.96,62.91,228,26.74,0.638,35.08,25.69,22.73,18.62,12.63
11.56,71.35,145,29.65,0.79,34.61,28.16,25.0,21.22,15.47
12.92,70.36,308,27.01,0.703,34.94,25.99,22.87,18.77,13.49
16.74,70.94,142,28.48,0.655,34.76,27.85,25.44,21.36,15.94
14.68,61.5,122,29.38,0.739,35.05,28.02,24.81,21.53,15.8
10.56,75.19,285,26.76,0.667,34.66,25.64,22.65,18.45,13.32
10.73,66.62,226,28.05,0.716,34.91,26.66,24.18,20.21,14.31
14.69,65.33,360,27.87,0.705,34.99,26.93,24.2,20.2,14.85
20.12,67.86,257,26.46,0.67,35.03,25.76,22.62,18.89,13.32
22.37,66.63,285,25.42,0.595,34.88,24.42,21.6,17.61,12.14
9.35,74.68,165,28.74,0.719,34.73,27.56,24.19,20.14,14.73
14.29,75.8,221,27.16,0.674,34.53,26.13,23.23,19.94,14.8
9.6,65.16,69,29.7,0.807,35.0,28.86,25.98,21.84,16.55
8.27,74.69,309,27.91,0.679,34.64,26.52,23.72,19.91,14.74
18.59,73.29,224,26.49,0.655,34.63,25.49,23.22,18.61,12.8
17.64,75.82,124,27.97,0.695,34.47,27.35,24.73,20.63,15.04
10.61,64.18,344,28.16,0.778,35.08,26.94,23.7,19.56,13.78
11.74,69.81,339,27.99,0.736,34.92,26.86,24.03,19.9,14.01
8.38,64.67,12,29.13,0.707,35.08,28.05,25.18,20.39,15.16
21.36,74.01,52,28.02,0.726,34.7,27.63,25.33,21.09,15.0
23.6,60.09,129,27.64,0.659,35.15,26.61,23.65,19.2,13.53
10.17,69.6,135,29.14,0.754,34.88,28.21,25.37,21.71,16.04
11.7,65.77,145,29.08,0.797,35.01,27.79,24.97,20.53,14.96
21.89,65.49,127,27.93,0.63,35.07,26.89,23.75,19.9,14.06
22.82,70.96,226,25.89,0.606,34.77,24.96,21.7,17.87,12.15
14.71,74.48,71,28.67,0.736,34.68,27.78,24.84,20.51,15.57
8.81,70.36,273,28.05,0.696,34.74,26.83,24.18,19.74,14.17
8.63,74.5,187,28.52,0.734,34.69,27.44,24.18,19.97,14.2
17.18,64.5,3,27.31,0.686,34.89,26.23,23.36,19.1,13.67
14.29,68.83,285,26.89,0.61,34.81,25.91,22.91,18.41,12.94
8.46,67.66,22,29.28,0.773,34.82,27.91,24.44,20.22,15.3
17.33,60.2,166,28.12,0.66,35.54,26.93,24.17,20.19,14.61
8.18,69.47,310,28.26,0.726,34.89,27.04,24.3,19.73,14.37
20.6,71.25,363,27.29,0.67,34.64,26.54,23.91,19.73,13.87
12.9,70.06,246,27.2,0.782,34.66,26.22,23.56,19.25,13.53
8.64,72.52,234,28.14,0.709,34.52,26.88,23.99,19.93,14.24
17.41,69.71,325,26.36,0.675,34.7,25.2,22.48,19.14,13.19
14.36,61.13,158,28.87,0.758,35.07,28.08,25.26,20.55,15.06
23.58,61.98,151,27.16,0.698,35.02,26.62,23.0,18.86,13.44
16.71,70.14,213,27.68,0.699,34.75,26.84,23.54,19.55,14.09
12.4,64.67,218,27.99,0.67,35.1,27.03,23.97,19.67,13.68
19.35,61.35,246,26.17,0.651,35.13,24.85,22.04,18.09,12.3
12.34,67.3,303,27.3,0.614,34.98,26.39,23.66,18.98,13.36
22.47,69.42,276,25.99,0.669,34.72,25.47,22.83,18.59,12.74
14.0,65.59,151,28.04,0.828,34.94,27.26,24.54,19.38,13.27
16.8,72.25,196,27.36,0.698,34.62,26.62,23.82,19.63,14.41
8.81,70.94,21,29.81,0.778,34.81,28.38,25.64,21.04,16.0
14.82,65.66,257,27.08,0.62,34.96,25.96,23.61,19.63,14.47
21.32,72.83,17,27.1,0.65,34.86,26.21,23.51,19.98,14.57
20.89,71.03,51,28.08,0.748,34.69,27.08,24.2,20.21,14.53
11.59,70.84,270,26.97,0.621,34.66,25.69,23.02,18.89,14.04
11.62,69.41,315,27.45,0.664,34.85,26.48,23.89,19.59,14.41
21.08,60.19,83,28.33,0.743,35.17,27.67,25.26,21.05,15.3
22.89,71.84,306,25.9,0.679,34.78,24.8,21.63,17.42,12.38
9.53,66.39,124,30.0,0.766,34.94,29.12,25.75,21.65,16.2
15.2,76.02,290,27.14,0.689,34.54,26.21,23.42,19.51,14.41
13.4,73.91,262,26.66,0.675,34.58,25.97,22.7,18.29,13.27
21.93,69.99,49,27.81,0.655,34.77,27.13,24.23,20.59,14.89
9.34,64.29,6,28.67,0.727,34.88,27.6,25.28,21.09,15.55
11.38,63.46,117,29.46,0.763,35.18,28.43,25.55,21.46,16.03
20.04,65.79,118,28.04,0.708,35.1,27.16,24.31,20.73,15.26
8.82,68.1,263,27.85,0.628,34.97,27.11,24.17,19.22,13.41
15.88,65.03,353,27.89,0.768,34.95,27.05,24.62,19.5,14.03
15.07,68.75,129,29.23,0.703,34.79,28.17,25.45,21.51,15.92
13.35,62.81,171,28.1,0.716,35.14,27.2,24.2,20.11,14.52
14.31,76.62,27,28.55,0.739,34.44,27.65,25.23,21.72,15.75
16.48,61.83,199,27.05,0.663,35.24,26.02,23.24,18.69,13.12
10.58,75.84,314,27.34,0.7,34.33,26.11,23.13,19.23,14.37
17.15,75.53,345,27.02,0.65,34.53,26.32,22.87,18.63,13.26
20.89,68.93,97,28.36,0.807,34.74,27.45,24.59,20.87,15.27
20.16,72.32,17,27.68,0.69,34.83,26.74,23.76,18.78,13.44
10.46,67.41,173,29.02,0.777,35.01,28.07,25.09,20.88,15.8
10.39,70.71,101,30.0,0.726,34.83,28.83,25.85,22.04,16.33
12.29,65.79,186,28.03,0.74,35.16,27.04,23.62,19.2,14.21
13.78,65.12,184,28.46,0.695,35.0,27.38,25.3,21.18,15.36
14.54,69.83,215,27.62,0.643,34.87,26.12,23.09,19.01,13.39
18.88,68.47,251,26.14,0.611,34.7,25.31,22.71,18.74,13.1
8.91,69.85,216,28.1,0.679,34.77,27.05,24.14,19.61,14.47
8.55,64.87,29,29.29,0.753,35.02,28.26,24.56,20.26,14.43
14.27,66.24,102,28.85,0.851,34.86,27.44,24.47,20.57,15.39
19.15,61.43,123,28.55,0.836,35.17,27.38,24.5,20.7,15.14
11.09,60.89,54,29.74,0.749,34.97,28.92,25.88,21.85,16.39
18.26,64.31,283,26.0,0.688,35.08,25.1,22.69,18.45,13.31
12.16,61.26,102,29.19,0.695,35.11,27.77,25.46,21.4,16.04
22.18,61.76,117,27.68,0.616,35.05,26.86,24.13,20.37,15.26
22.33,73.82,104,28.05,0.713,34.72,26.91,24.18,20.16,14.97
12.76,60.66,45,28.71,0.753,35.32,27.57,24.35,19.78,15.06
11.68,71.2,114,29.9,0.798,34.84,28.9,25.65,21.1,15.95
14.58,64.63,343,27.89,0.75,34.93,26.95,23.88,19.8,14.33
11.85,74.82,31,29.16,0.732,34.67,28.32,26.05,21.29,15.81
18.76,68.24,164,28.0,0.713,34.84,27.19,24.17,20.39,15.41
21.22,65.19,189,26.9,0.71,35.11,26.15,23.69,19.22,13.82
18.77,68.8,293,26.39,0.709,34.87,25.41,22.34,17.77,12.43
21.19,66.49,195,26.38,0.625,34.79,25.35,22.25,18.82,13.69
14.35,69.59,292,27.32,0.698,34.79,26.34,23.34,19.04,13.45
10.5,61.95,261,27.31,0.715,35.04,26.44,23.43,19.44,13.69
19.81,76.95,207,26.7,0.677,34.44,25.98,22.92,19.06,13.75
13.77,67.23,52,29.82,0.74,34.88,28.77,26.37,22.85,17.22
18.74,65.92,49,28.22,0.717,34.99,27.3,24.43,20.09,15.06
12.33,72.07,6,28.7,0.752,34.81,27.48,24.55,20.52,14.3
9.3,66.19,224,28.17,0.685,34.9,27.31,24.47,20.33,14.69
23.88,74.17,23,26.68,0.623,34.75,26.2,23.66,20.52,15.13
10.5,67.72,145,29.05,0.824,34.72,28.06,25.16,20.25,14.58
23.81,72.23,110,28.38,0.729,34.63,27.25,24.47,20.31,15.27
23.64,61.83,212,26.24,0.695,35.33,25.57,23.03,18.92,13.53
20.7,74.38,300,26.01,0.659,34.51,25.48,22.33,18.18,12.52
18.55,72.51,41,28.04,0.753,34.82,26.9,23.77,19.1,13.71
17.24,63.6,172,27.93,0.711,35.05,27.16,24.34,19.49,13.61
21.86,62.47,186,26.97,0.703,35.09,26.09,23.03,18.31,13.01
12.63,65.38,214,27.75,0.658,35.08,26.98,24.08,20.32,15.26
15.48,76.59,306,27.18,0.615,34.62,25.98,22.84,18.73,13.23
17.91,64.37,52,28.19,0.697,35.16,27.18,24.07,19.27,13.81
14.58,67.75,70,28.83,0.678,34.87,27.53,25.03,21.5,15.7
14.84,60.51,196,28.01,0.626,35.19,27.1,24.17,20.86,15.17
13.28,66.75,151,29.46,0.766,34.9,28.56,25.54,21.56,16.41
17.03,69.71,109,29.04,0.671,34.7,28.17,25.09,21.16,15.66
21.61,76.2,118,28.42,0.761,34.57,27.47,24.33,20.26,15.47
11.22,68.78,95,29.69,0.818,34.83,28.55,25.33,20.98,15.69
22.95,73.92,256,25.69,0.583,34.46,24.81,21.63,16.8,10.99
19.03,69.3,44,28.25,0.729,34.94,27.52,24.45,19.92,15.14
21.17,60.69,67,28.1,0.787,35.19,26.96,24.03,19.91,14.01
16.9,65.36,156,28.62,0.71,34.92,27.61,24.94,21.07,15.5
20.47,69.78,323,26.67,0.695,34.84,25.5,22.63,18.44,13.03
8.26,76.16,206,28.37,0.817,34.5,27.17,23.96,19.82,14.45
21.09,74.61,274,25.34,0.563,34.64,24.48,21.54,17.45,11.81
8.64,63.88,155,29.43,0.712,35.18,28.74,25.71,21.65,16.19
22.24,63.74,179,26.59,0.69,35.09,25.62,22.58,18.24,13.18
23.87,63.42,60,27.66,0.787,35.01,27.06,24.05,20.12,15.06
12.71,75.68,74,29.12,0.715,34.47,27.75,25.16,20.62,15.7
11.37,74.5,49,29.77,0.86,34.55,28.72,26.0,22.02,16.29
20.25,73.17,271,26.17,0.66,34.75,25.3,22.95,18.24,12.87
12.05,66.68,73,29.73,0.683,34.93,28.84,25.73,21.15,15.83
21.85,68.57,196,26.97,0.743,34.91,26.02,22.81,18.42,12.41
9.65,67.89,179,28.94,0.72,34.86,27.7,24.73,20.71,15.15
10.02,64.31,48,29.74,0.78,34.93,28.25,25.71,21.7,16.4
23.67,68.59,72,28.22,0.65,34.92,27.47,24.02,19.58,14.07
18.78,60.52,113,28.46,0.694,35.1,27.43,24.61,19.95,14.28
21.55,62.24,245,26.09,0.593,35.07,25.45,22.55,18.93,13.58
13.19,75.07,309,26.92,0.613,34.47,26.01,23.39,19.31,14.21
18.82,72.78,159,27.87,0.71,34.6,27.21,24.48,20.32,14.91
17.51,67.19,274,27.05,0.704,35.0,25.95,23.28,19.33,13.21
17.65,68.79,268,26.6,0.646,34.95,25.72,23.04,18.56,13.45
18.92,66.29,304,26.3,0.601,35.06,25.43,23.47,19.8,13.95
17.21,72.59,30,28.29,0.668,34.81,27.26,24.96,21.09,15.26
14.86,73.33,97,29.16,0.76,34.63,28.42,25.79,21.58,16.18
12.41,72.98,251,27.3,0.693,34.75,26.42,23.43,19.31,13.92
20.3,72.28,7,27.18,0.701,34.81,26.71,23.75,19.55,13.89
11.62,63.48,92,29.81,0.826,34.97,28.9,26.33,22.76,17.51
19.08,65.75,113,28.61,0.751,34.99,28.09,25.57,21.64,16.16
11.73,67.99,259,27.28,0.705,34.87,26.6,23.5,19.61,13.68
18.01,65.62,107,28.7,0.826,34.79,27.68,24.17,20.09,14.32
19.95,72.83,63,28.37,0.71,34.72,27.2,23.79,19.69,14.12
11.5,65.6,358,28.17,0.811,34.9,27.46,24.91,21.56,16.09
8.96,62.35,271,27.8,0.761,35.21,26.84,24.37,20.12,14.48
10.1,66.78,199,28.58,0.716,34.85,27.61,24.76,20.74,14.71
17.7,76.66,347,27.62,0.731,34.57,26.6,23.84,20.56,14.87
21.59,63.84,337,26.5,0.656,35.06,25.73,23.44,19.87,14.59
8.72,70.41,146,29.43,0.695,34.61,28.53,26.28,22.34,16.88
19.75,67.36,61,28.25,0.717,34.87,27.49,24.84,20.14,14.93
13.46,61.21,120,28.89,0.678,35.19,27.76,24.91,21.68,16.44
15.66,68.29,61,29.11,0.753,34.97,28.45,25.45,21.25,15.25
22.86,71.94,309,25.17,0.657,34.72,24.37,21.46,17.39,11.71
13.31,68.72,26,29.03,0.732,34.94,28.15,25.05,21.37,16.09
15.45,74.83,115,29.33,0.759,34.66,28.52,25.84,21.66,16.33
8.22,64.91,40,28.85,0.744,35.06,28.16,25.25,21.23,15.9
9.31,61.47,344,28.76,0.767,35.2,27.75,24.62,20.55,15.36
12.14,75.92,116,29.78,0.767,34.54,28.73,26.19,21.94,16.84
8.45,66.43,136,29.71,0.749,34.84,28.98,26.27,22.31,16.31
18.1,69.8,277,25.93,0.68,34.97,25.23,22.47,18.12,12.51
14.82,73.46,299,26.64,0.675,34.74,25.71,22.83,18.27,12.99
16.77,65.51,21,27.88,0.621,34.97,26.99,24.31,20.43,15.18
10.79,72.17,31,29.59,0.744,34.77,28.13,25.15,21.55,16.59
12.73,62.3,247,27.08,0.662,35.15,26.04,24.04,19.64,14.6
18.62,64.95,27,28.22,0.722,34.92,27.03,24.85,20.54,15.4
23.44,62.46,73,27.79,0.705,35.07,26.44,23.34,19.25,13.62
8.81,73.79,97,30.09,0.695,34.78,28.87,25.94,21.84,16.62
22.25,63.79,161,26.83,0.615,35.05,25.71,22.64,17.75,12.86
17.23,72.2,346,26.89,0.638,34.75,25.88,22.5,18.23,13.2
17.02,76.04,300,26.95,0.681,34.68,26.08,23.75,20.37,15.0
16.0,68.97,299,26.66,0.713,34.84,25.81,22.9,19.36,14.32
9.11,69.18,287,27.75,0.638,34.74,26.64,23.49,20.07,14.66
9.44,67.84,212,28.74,0.705,34.9,27.39,24.02,20.17,14.76
17.61,65.54,76,28.68,0.728,34.92,27.73,24.93,20.62,15.07
13.46,68.09,143,28.88,0.699,34.74,27.66,24.91,20.92,15.02
22.68,70.25,34,27.82,0.708,34.87,27.28,24.55,20.69,15.49
14.51,76.76,336,27.45,0.719,34.5,26.43,23.9,19.66,14.15
10.29,75.94,4,28.83,0.705,34.26,27.53,24.95,20.16,14.72
19.44,74.66,328,26.87,0.689,34.64,25.77,22.54,18.8,13.47
12.69,75.12,98,29.49,0.75,34.62,28.46,25.26,20.98,15.33
16.41,67.95,217,27.3,0.643,35.08,26.36,23.83,19.98,14.77
19.17,71.18,28,27.85,0.7,34.75,26.91,23.88,19.14,13.62
22.4,75.22,201,26.76,0.691,34.7,26.12,22.84,18.48,12.97
20.68,66.68,273,26.03,0.707,35.0,24.97,21.7,17.76,11.32
18.82,76.35,314,26.39,0.727,34.49,25.68,23.1,19.25,13.82
18.87,67.07,127,28.37,0.698,34.95,27.45,24.88,21.08,15.32
23.13,70.22,202,25.6,0.613,34.77,24.96,22.19,18.06,12.48
12.73,72.07,9,28.83,0.737,34.65,27.68,24.53,20.51,14.8
8.02,76.16,287,27.45,0.672,34.5,26.49,23.63,19.69,14.0
12.35,64.16,88,29.22,0.795,34.97,28.03,25.08,21.11,15.57
11.49,72.68,318,27.48,0.698,34.69,26.76,23.78,19.9,14.57
18.59,68.85,19,27.26,0.69,34.85,26.34,23.7,19.13,14.11
18.14,64.57,81,28.8,0.76,34.96,27.8,24.77,21.42,15.99
17.5,73.2,107,28.84,0.742,34.65,27.68,24.97,20.79,15.18
8.26,69.39,311,27.85,0.718,34.64,26.77,24.01,19.88,14.3
19.66,71.24,230,26.17,0.666,34.65,25.26,21.99,17.77,12.58
13.18,65.49,112,29.14,0.738,34.95,27.86,25.58,21.58,16.23
18.64,68.18,220,26.87,0.64,35.04,25.81,23.17,18.49,12.63
16.91,70.5,123,28.21,0.787,34.84,26.88,23.51,19.21,13.52
13.48,66.88,244,27.01,0.644,34.83,25.77,22.52,17.66,12.18
10.15,63.37,178,28.31,0.786,35.23,27.21,24.79,20.5,14.96
9.51,76.35,65,30.08,0.786,34.55,29.06,26.23,22.19,16.53
21.3,68.69,3,26.97,0.655,34.74,26.05,23.39,19.52,13.96
22.69,72.48,207,26.47,0.686,34.69,25.74,23.01,18.89,13.48
18.4,66.99,21,28.24,0.749,35.02,27.14,24.59,20.6,15.22
9.65,66.04,293,28.0,0.779,34.85,27.0,24.45,19.67,14.19
14.43,66.92,15,28.03,0.658,34.82,27.03,23.94,19.9,14.68
19.66,66.96,343,26.9,0.671,35.1,25.97,23.29,19.69,14.33
20.48,69.25,206,26.99,0.735,34.86,26.12,22.83,18.92,13.12
9.89,69.24,202,28.53,0.756,34.78,27.33,24.12,19.73,14.13
8.0,68.45,120,30.29,0.798,34.85,28.87,25.88,21.85,16.31
19.39,62.29,137,27.6,0.757,35.14,26.5,23.11,19.56,14.02
13.71,68.43,300,27.27,0.681,34.84,25.98,22.91,19.03,13.3
12.07,62.87,295,27.03,0.585,35.22,25.95,22.5,18.64,12.98
8.21,62.14,25,29.67,0.745,35.12,28.69,25.81,21.4,16.17
16.64,75.85,312,26.95,0.759,34.63,26.3,23.91,19.66,13.87
21.62,70.28,234,26.2,0.668,34.8,25.26,22.44,18.31,12.73
23.32,71.21,121,27.71,0.668,34.75,26.87,24.05,20.67,15.55
17.05,66.83,90,29.24,0.8,35.02,28.67,25.67,21.2,15.68
16.23,75.45,320,27.08,0.716,34.67,26.04,23.48,19.48,14.7
9.36,70.84,200,28.54,0.732,34.6,27.32,24.44,20.61,15.6
16.78,73.08,180,27.45,0.717,34.68,26.48,23.3,19.49,13.35
14.08,66.27,345,27.8,0.663,35.15,26.72,23.94,19.74,13.92
17.71,76.32,76,29.3,0.734,34.5,28.23,25.83,21.6,16.13
14.22,73.95,137,28.5,0.722,34.69,27.22,23.93,20.6,15.01
11.84,74.52,138,29.47,0.798,34.74,28.75,25.57,21.36,16.08
9.52,62.93,10,29.23,0.725,34.97,28.26,25.36,21.09,15.79
13.04,64.61,201,28.39,0.721,34.98,27.69,24.72,21.0,15.05
9.55,64.86,318,28.12,0.771,34.85,27.22,24.46,20.41,15.26
10.83,64.61,346,28.19,0.817,35.03,27.13,23.93,19.31,14.39
23.8,74.54,219,26.05,0.617,34.66,24.91,21.95,18.24,12.33
15.11,60.54,60,28.88,0.742,35.24,27.72,24.87,20.61,15.0
16.51,61.29,147,28.78,0.673,35.31,27.76,24.95,20.68,15.09
21.98,64.66,107,27.59,0.697,35.02,26.56,24.49,21.46,16.33
23.93,63.4,38,27.19,0.674,34.95,26.03,23.43,19.23,14.19
17.32,63.94,134,28.62,0.779,34.95,27.51,24.16,20.09,14.46
21.0,73.57,221,26.66,0.623,34.58,25.76,22.65,18.91,13.28
13.23,69.57,303,27.16,0.632,34.84,26.46,23.24,18.77,13.57
12.89,60.1,133,28.93,0.799,35.43,27.78,25.36,21.49,15.92
14.44,67.3,334,27.36,0.665,34.9,26.5,23.35,19.62,14.18
18.76,66.93,53,28.23,0.725,35.06,27.12,24.44,20.87,15.66
18.92,61.94,62,28.32,0.731,35.11,27.37,24.65,20.82,15.53
13.04,71.49,23,28.58,0.696,34.62,27.55,24.26,19.72,14.31
10.13,71.94,44,29.37,0.72,34.64,28.62,25.63,21.71,15.81
18.12,72.26,308,25.97,0.694,34.64,24.52,21.59,16.95,11.63
10.05,72.38,46,29.64,0.786,34.69,28.39,25.03,21.42,16.22
17.26,60.0,147,28.5,0.724,35.24,27.62,25.29,21.62,16.35
19.09,76.22,216,27.13,0.678,34.49,26.32,23.53,19.52,13.61
19.21,73.84,340,27.08,0.695,34.73,25.94,23.58,19.55,14.3
20.06,75.37,47,28.3,0.734,34.69,27.42,25.21,21.11,15.4
21.97,60.27,347,26.63,0.719,35.16,25.79,22.98,18.87,12.65
16.0,75.88,308,26.27,0.657,34.66,25.61,22.89,19.18,13.63
19.68,73.77,24,27.81,0.722,34.46,26.97,23.87,19.65,13.8
17.91,74.23,145,28.27,0.747,34.39,27.32,24.85,21.62,16.12
10.99,61.59,89,30.06,0.801,35.22,28.86,25.94,21.91,16.04
8.41,72.56,174,29.28,0.806,34.66,28.29,25.26,21.66,16.1
12.55,76.32,64,29.35,0.75,34.77,28.27,25.16,20.4,14.41
15.09,71.54,119,29.59,0.735,34.73,28.5,25.65,21.32,15.62
17.87,69.7,223,27.0,0.666,34.71,25.88,23.24,19.5,14.11
21.6,76.08,156,27.59,0.723,34.73,26.68,23.88,19.91,14.94
11.14,67.53,178,28.76,0.728,34.96,27.84,25.12,21.03,15.44
10.01,70.19,320,27.88,0.798,34.95,26.7,23.73,20.06,14.55
23.42,68.1,342,26.23,0.657,34.82,25.43,22.75,19.5,14.24
9.73,75.86,56,29.08,0.704,34.6,27.88,25.17,20.61,15.23
15.66,61.29,59,28.6,0.741,35.06,27.66,25.16,21.46,16.1
17.37,68.52,220,26.71,0.733,34.68,25.79,23.17,18.89,13.6
16.66,71.68,185,27.78,0.671,34.81,26.68,23.89,20.13,14.52
9.38,73.46,47,29.17,0.711,34.62,28.24,25.51,21.23,15.49
8.91,69.91,102,29.89,0.759,34.7,28.49,25.27,21.38,15.96
9.69,75.45,44,29.38,0.725,34.44,28.52,26.04,22.19,15.99
17.37,76.01,15,27.94,0.654,34.58,27.07,24.17,19.79,13.67
16.71,61.09,236,26.87,0.615,35.16,26.05,23.2,18.91,13.86
11.74,66.84,361,28.16,0.724,34.88,26.79,23.78,19.61,14.45
18.2,60.4,51,28.22,0.745,35.12,27.29,24.16,19.41,13.7
21.12,65.6,309,25.84,0.617,35.05,25.29,22.24,18.32,12.45
8.67,69.13,34,29.45,0.751,34.59,28.31,25.11,21.6,16.26
15.97,75.48,124,28.8,0.742,34.64,27.87,24.93,20.32,15.03
19.03,74.39,77,28.9,0.693,34.67,27.78,25.18,21.34,15.58
12.04,62.17,123,29.12,0.778,34.99,27.79,24.89,20.93,15.39
12.92,61.58,205,28.33,0.728,34.94,27.36,24.69,20.32,14.28
17.82,70.02,228,26.31,0.68,34.86,25.25,22.56,19.27,13.64
22.37,69.05,70,28.25,0.745,34.72,27.31,24.3,20.66,15.09
20.96,64.53,230,26.04,0.748,35.18,25.19,22.69,19.08,13.63
17.33,75.29,21,27.75,0.662,34.8,26.96,24.42,20.34,15.51
19.68,75.77,108,28.79,0.698,34.61,28.01,25.41,20.7,14.85
13.84,66.84,364,28.13,0.781,34.92,27.14,24.38,20.35,15.3
18.26,75.14,241,26.46,0.69,34.57,25.72,22.78,18.63,12.95
15.46,66.53,251,26.69,0.673,34.77,25.93,22.99,19.3,13.59
11.04,72.53,135,29.25,0.728,34.67,28.16,25.29,20.95,15.76
19.23,68.09,90,28.46,0.715,34.83,27.9,25.46,21.89,16.18
16.9,62.08,79,27.87,0.698,35.05,26.71,24.2,19.85,14.08
13.74,75.77,177,27.7,0.641,34.61,26.38,23.13,19.31,14.0
22.58,67.72,298,25.83,0.684,34.9,25.28,22.52,18.12,12.76
8.33,72.49,308,28.31,0.639,34.78,27.05,23.49,19.37,13.71
13.05,66.24,102,29.83,0.731,34.91,28.28,25.28,20.65,15.69
8.91,60.32,361,28.49,0.708,35.25,27.33,24.27,20.2,14.55
20.26,61.71,335,26.63,0.755,35.13,26.0,23.29,18.78,12.81
19.23,68.44,112,27.78,0.699,34.92,26.82,23.65,19.77,13.92
13.3,71.73,181,28.13,0.727,34.72,26.76,23.44,19.62,13.76
18.81,65.69,104,28.8,0.699,35.15,27.84,24.84,20.73,15.12
14.33,71.82,16,28.37,0.756,34.48,27.34,24.46,20.1,15.03
20.1,71.88,96,28.28,0.837,34.79,27.34,23.9,19.96,13.91
15.27,71.97,293,26.77,0.693,34.81,25.65,23.15,19.43,14.44
14.6,68.37,146,29.1,0.73,34.74,27.98,25.05,20.89,15.17
22.96,75.55,302,25.62,0.557,34.76,24.95,22.18,17.9,12.23
12.01,68.32,2,28.46,0.752,34.87,27.31,24.76,20.16,14.41
9.93,67.65,119,30.23,0.738,34.88,29.18,26.09,22.08,16.42
17.35,63.39,343,27.08,0.652,35.1,26.18,23.8,20.13,14.55
23.51,65.23,94,27.38,0.729,35.08,26.45,23.59,20.06,14.51
14.05,60.72,191,28.33,0.701,35.18,27.18,24.57,20.56,15.14
8.99,70.77,3,29.22,0.743,34.78,28.13,25.39,20.73,14.6
13.43,64.23,111,28.65,0.76,35.11,27.31,24.64,20.35,14.8
16.09,65.17,177,27.86,0.678,35.09,27.3,24.48,20.85,15.49
10.59,73.1,257,27.45,0.642,34.71,26.27,23.31,19.54,14.01
18.53,65.56,361,27.75,0.721,34.82,26.76,24.48,19.97,14.38
23.96,64.12,22,27.04,0.712,34.93,26.39,23.53,20.22,14.56
15.23,62.87,220,27.24,0.664,35.19,26.23,23.07,18.54,13.35
13.68,73.17,173,28.4,0.697,34.65,27.31,24.91,20.65,15.29
14.41,62.21,224,27.11,0.639,35.05,25.85,22.94,19.04,13.47
9.84,67.71,65,30.19,0.804,34.94,29.13,25.71,21.58,16.23
22.13,68.62,277,25.44,0.71,34.89,24.5,21.4,17.17,11.94
14.64,71.69,249,26.77,0.71,34.71,26.2,22.75,18.66,12.74
14.2,70.77,260,26.9,0.673,34.84,25.87,22.79,19.11,13.75
18.56,73.78,131,27.95,0.737,34.52,26.58,24.24,20.91,15.16
15.07,60.76,113,29.59,0.724,35.0,28.8,26.07,22.09,16.98
18.37,65.04,286,26.27,0.673,35.15,25.16,22.32,17.97,12.18
8.98,64.76,287,27.93,0.665,34.9,26.85,23.85,19.79,14.28
21.02,62.48,211,26.19,0.651,34.95,25.62,22.75,19.44,14.02
23.05,64.92,20,27.36,0.734,34.97,26.48,23.95,20.17,14.11
18.38,65.27,215,27.05,0.714,34.99,26.09,22.69,19.12,12.99
23.27,68.87,310,26.02,0.673,34.8,25.39,23.44,19.67,14.04
10.42,71.28,251,28.1,0.73,34.73,27.31,24.18,20.46,15.46
15.64,66.48,271,26.49,0.635,34.8,25.49,22.6,18.52,12.96
17.63,72.23,180,27.55,0.702,34.78,27.03,24.13,20.61,15.25
17.31,65.71,194,27.11,0.715,34.82,25.83,22.92,17.69,11.25
14.42,64.93,313,27.07,0.672,35.0,25.9,22.86,18.99,13.74
13.41,69.2,79,29.56,0.749,34.86,28.45,25.84,21.93,16.58
10.03,60.4,180,28.93,0.719,35.25,28.06,25.54,21.1,15.79
